70,4,4,4,"AIF2","Mareczek","peme","LS103",,25,4.00000,,,,"20180315","20180706",0.00680,"Gruppe EM7/EM8",,"ZH005","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,,#n,#n
36,4,4,4,"I2","SBT","pgti","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,,#n,#n
59,4,4,4,"WIF2","HMN","mat2w","SC001",,0,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
533,4,4,4,"I2","GBL","mat2","HS013",,75,4.00000,,,,"20180315","20180706",0.00680,,,"ZH013",,,,"aBn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
449,4,4,4,"I2","HMN","pmat","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,,#n,#n
60,4,4,4,"I2","SGM","pmat","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen I1/I2",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,,#n,#n
615,4,4,4,"IDS","GBL","mat2",,,0,4.00000,,,,"20180315","20180706",0.00680,,,,,,,"aBn",,,,1,1,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
61,4,4,4,"WIF2","GBL","pmat","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen W2/W3",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
68,4,4,4,"WIF2","GBL","pmat","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe W1",,"HS013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,,#n,#n
190,4,4,4,"WIF2","FSR","fui","HS013",,75,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,,#n,#n
603,4,4,4,"WIF2","SEE","prg2","ZH013",,0,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
63,4,4,4,"I2","SMR","prg2","SC001",,100,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,2,2,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
63,4,4,0,"AIF2","SMR","prg2a","SC001",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
537,4,4,4,"I2","SMR","pprg","IF016",,75,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe I2",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,,#n,#n
510,4,4,4,"I2","FRA","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I1",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,,#n,#n
532,4,4,4,"I2","LET","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,,#n,#n
56,4,4,4,"WIF2","LET","pprg","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen W1/W2",,"HS013","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,,#n,#n
57,4,4,4,"WIF2","LET","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe W3",,"HS013","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,,#n,#n
66,8,8,8,"I2","NOE","praes","TI107",,75,8.00000,,,,"20180315","20180706",0.01360,"Gruppen I1/I2",,,"14",0,16777215,"aBfn",,,,,,8,,,,0,0,,0,0,,800000,8.00000,,,,,,#n,#n
75,2,2,2,"SP BA","GBL","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"Bfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
76,2,2,2,"SP BA","SMR","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"Bfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
77,2,2,2,"SP BA","SLZ","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
607,4,4,4,"IM1","SBT","sem","TI107",,15,4.00000,,,,"20180315","20180706",0.00680,"Beginn 8.00",,"TI107",,,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,,#n,#n
322,2,2,2,"IM1","SEE","sem","TI107",,15,2.00000,,,,"20180315","20180706",0.00340,,,"TI107",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,,#n,#n
80,1,1,1,"SP BA","NAZ","spb",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,,#n,#n
81,1,,1,,"JGN","sp",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,,,"aBn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,,#n,#n
82,1,1,1,"SP BA","HMN","spb",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,,#n,#n
83,2,2,2,"SP BA","SBT","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
344,2,2,2,"I1","Braatz","eng","TI107",,90,0.00000,,,,"20180315","20180706",0.00000,"Gruppe 2",,"ZH013",,,,"aBn",,,,,,,,,"3",0,0,"0",,,,200000,2.00000,,,,,,#n,#n
84,2,2,2,"I1","Braatz","eng","TI107",,90,0.00000,,,,"20180315","20180706",0.00000,"Gruppe 1",,"ZH013",,,,"aBn",,,,,,,,,"3",0,0,"0",,,,200000,2.00000,,,,,,#n,#n
85,4,4,4,"I3","MSR","swe2","SC001",,112,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
85,4,4,0,"WIF3","MSR","swe2w","SC001",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
86,4,4,4,"I3","MSR","pswe","IF010",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
